qnum,muni,codeibge,codesetor,group,incumbent_wins,acc_status,age,politics_interest,turnout_2012,vote_2012,same_race_mayor,turnout_2014,vote_2014,partisan,pid,muni_biggest_prob,politician_helped,mayor_pid,govt_eval_baseline,acc_eval_baseline,uncertain_acc_baseline,edu_eval_baseline,uncertain_edu_baseline,tce_knowledge,ana_knowledge,child_school,confid_fedgov,confid_justice,confid_tce,confid_muni,acc_responsible,edu_responsible,prob_vote_buying,prob_vote_monitoring,prob_vote_count,acc_rejected_prior,tce_prior_cert,ana_prior,edu_prior_uncert,years_edu,race,religion,income,relative_wellbeing,muni_biggest_prob_noimpute,govt_eval_baseline_noimpute,confid_fedgov_noimpute,confid_justice_noimpute,confid_tce_noimpute,confid_muni_noimpute,ana,accounts,acc_rejected,control,female,edu_rank1,acc_rank1,info_corrupt_welfare1,source_cred1_survey,free_fair,flier,turnout,vote_choice,campaign_issue,pol_effort,vote_vig,rejected_should_rerun,vote_vig_cont,pol_honesty_noimpute,vig_treatment,valid_vote,vote,vote_vig_strict,attrited
46,Agrestina,2600302,260030205000003,(1) Controle,0,APROVADO COM RESSALVA,35,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,NA,Segurança/violência/criminalidade,0,4,5,Regular,2,Regular,5,0,0,1,4,5,6,5,5,6,1,3,2,0,Seguro(a),1,Seguro(a),1,Preta,Católica,3,2,Segurança/violência/criminalidade,5,4,5,6,5,0,0,0,1,1,0,0,0,0,5,Educação,1,2,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),0,1,0,0,0
47,Agrestina,2600302,260030205000003,(3) Educação,0,APROVADO COM RESSALVA,18,Pouco interessado(a),0,1,0,Não,Dilma Rousseff,1,PDT,Desemprego/combate ao desemprego,0,7,2,Regular,7,Regular,6,0,0,0,5,4,7,1,7,7,3,1,2,0,Seguro(a),13,Seguro(a),4,Preta,Católica,3,3,Desemprego/combate ao desemprego,2,5,4,7,1,1,0,0,0,0,1,0,0,0,3,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),1,1,1,1,0
48,Agrestina,2600302,260030205000003,(2) Gestão Financeira,0,APROVADO COM RESSALVA,28,Nada interessado(a),1,1,1,Sim,Marina Silva,0,NA,Segurança/violência/criminalidade,0,6,3,Bom,7,Regular,7,1,0,1,2,4,5,4,5,6,3,1,4,0,Seguro(a),60,Inseguro(a),11,Parda,Católica,3,4,Segurança/violência/criminalidade,3,2,4,5,4,0,1,0,0,0,1,0,1,0,5,Gestão Financ.,1,1,Segurança/violência/criminalidade,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),1,1,1,1,0
49,Agrestina,2600302,260030205000011,(2) Gestão Financeira,0,APROVADO COM RESSALVA,70,Interessado(a),1,1,0,Sim,Aécio Neves,0,NA,Saúde/hospitais/postos de saúde,0,4,3,Regular,4,Regular,4,1,0,1,3,4,5,4,6,5,1,1,2,0,Seguro(a),3,Seguro(a),4,Parda,Católica,5,2,Saúde/hospitais/postos de saúde,3,NA,4,5,4,0,1,0,0,0,0,1,0,0,3,Gestão Financ.,1,Branco/Nulo,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,0,0,0,0
50,Agrestina,2600302,260030205000011,(1) Controle,0,APROVADO COM RESSALVA,27,Pouco interessado(a),0,0,0,Não,Dilma Rousseff,1,Partido do Prefeito(a),Saneamento básico (água e esgoto),0,6,2,Bom,5,Bom,7,1,0,0,2,7,7,5,7,7,1,3,2,0,Seguro(a),1,Seguro(a),7,Branca,Católica,5,4,Saneamento básico (água e esgoto),2,2,7,7,5,0,0,0,1,0,1,0,0,0,5,Educação,1,1,Calçamento/asfaltamento/buracos,5,1,Não deveriam ter o direito de disputar a reeleição,2,NS/NR,0,1,1,0,0
51,Agrestina,2600302,260030205000011,(3) Educação,0,APROVADO COM RESSALVA,40,Interessado(a),0,0,0,Sim,Dilma Rousseff,1,NA,Calçamento/asfaltamento/buracos,1,6,2,Regular,4,Regular,5,0,0,1,6,5,4,3,6,7,1,3,3,0,Seguro(a),83,Inseguro(a),5,Preta,Católica,1,2,Calçamento/asfaltamento/buracos,2,6,5,4,3,1,0,0,0,1,0,0,0,0,6,Educação,1,1,Limpeza/coleta de lixo/sujeira na cidade,4,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),1,1,1,0,0
52,Agrestina,2600302,260030205000011,(2) Gestão Financeira,0,APROVADO COM RESSALVA,27,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,1,Partido do Prefeito(a),Saúde/hospitais/postos de saúde,0,5,3,Regular,5,Regular,5,1,0,0,4,1,3,5,7,7,4,1,1,0,Seguro(a),105,Seguro(a),12,Branca,Católica,4,4,Saúde/hospitais/postos de saúde,3,4,1,3,5,0,1,0,0,0,0,1,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),1,1,1,0,0
53,Agrestina,2600302,260030205000011,(1) Controle,0,APROVADO COM RESSALVA,64,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,7,5,Péssimo,5,Péssimo,5,0,0,0,4,3,4,3,5,6,1,1,4,0,Seguro(a),1,Seguro(a),0,Branca,Católica,3,3,Saúde/hospitais/postos de saúde,5,4,3,4,3,0,0,0,1,1,0,1,0,0,5,Gestão Financ.,1,2,NA,4,1,Não deveriam ter o direito de disputar a reeleição,2,Pouco surpreso(a),1,1,0,0,0
54,Agrestina,2600302,260030205000011,(1) Controle,0,APROVADO COM RESSALVA,41,Nada interessado(a),1,0,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,4,5,Péssimo,4,Péssimo,4,0,0,1,5,6,5,4,6,6,4,3,2,0,Seguro(a),40,Seguro(a),6,Branca,Católica,3,4,Saúde/hospitais/postos de saúde,5,5,6,5,4,0,0,0,1,1,1,0,1,0,5,Educação,1,1,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
55,Agrestina,2600302,260030205000011,(3) Educação,0,APROVADO COM RESSALVA,50,Pouco interessado(a),1,0,1,Não,Dilma Rousseff,0,NA,Segurança/violência/criminalidade,0,4,3,Regular,4,Regular,4,1,0,0,3,4,3,4,7,6,3,3,2,0,Seguro(a),10,Seguro(a),5,Branca,Católica,5,3,Segurança/violência/criminalidade,3,3,4,3,4,1,0,0,0,0,0,1,0,0,5,Educação,1,2,Segurança/violência/criminalidade,4,1,Não deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),0,1,0,0,0
56,Agrestina,2600302,260030205000011,(2) Gestão Financeira,0,APROVADO COM RESSALVA,22,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,1,4,3,Regular,4,Regular,4,1,0,1,3,4,3,3,6,6,1,3,4,0,Seguro(a),80,Seguro(a),12,Branca,Católica,3,4,Saúde/hospitais/postos de saúde,3,3,4,3,3,0,1,0,0,1,0,1,0,0,7,Gestão Financ.,1,1,Desemprego/combate ao desemprego,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),1,1,1,1,0
57,Agrestina,2600302,260030205000012,(1) Controle,0,APROVADO COM RESSALVA,26,Nada interessado(a),1,0,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,7,2,Bom,6,Regular,5,0,0,0,4,5,2,1,5,6,4,1,4,1,Seguro(a),77,Seguro(a),12,Branca,Católica,5,3,Saúde/hospitais/postos de saúde,2,4,5,2,1,0,0,0,1,1,1,0,0,0,5,Gestão Financ.,1,Branco/Nulo,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,1,0,0,0,0
58,Agrestina,2600302,260030205000012,(3) Educação,0,APROVADO COM RESSALVA,48,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,PMDB,Segurança/violência/criminalidade,0,7,2,Bom,6,Bom,4,1,0,0,5,4,4,5,6,6,1,4,2,0,Seguro(a),100,Inseguro(a),11,Branca,Católica,5,3,Segurança/violência/criminalidade,2,5,4,4,5,1,0,0,0,1,1,0,0,0,6,Educação,1,1,Educação/escolas/creches,5,1,Não deveriam ter o direito de disputar a reeleição,1,NS/NR,0,1,1,1,0
59,Agrestina,2600302,260030205000012,(2) Gestão Financeira,0,APROVADO COM RESSALVA,52,Nada interessado(a),1,1,0,Sim,Marina Silva,0,NA,Saúde/hospitais/postos de saúde,0,5,2,Bom,5,Bom,5,1,0,0,5,4,5,5,7,7,1,3,2,0,Seguro(a),10,Seguro(a),4,Parda,Católica,5,3,Saúde/hospitais/postos de saúde,2,5,4,5,5,0,1,0,0,0,0,1,0,0,5,Gestão Financ.,1,1,Segurança/violência/criminalidade,4,1,Não deveriam ter o direito de disputar a reeleição,1,Mais ou menos surpreso(a),0,1,1,1,0
60,Agrestina,2600302,260030205000012,(2) Gestão Financeira,0,APROVADO COM RESSALVA,59,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,1,PT,Segurança/violência/criminalidade,0,7,5,Péssimo,5,Péssimo,6,1,0,0,1,3,6,1,6,6,1,3,4,1,Seguro(a),10,Seguro(a),3,Branca,Católica,4,4,Segurança/violência/criminalidade,5,1,3,6,1,0,1,0,0,1,0,1,0,0,7,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,1,Mais ou menos surpreso(a),1,1,0,1,0
61,Agrestina,2600302,260030205000012,(1) Controle,0,APROVADO COM RESSALVA,28,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,1,PT,Segurança/violência/criminalidade,0,7,2,Bom,7,Bom,7,0,0,0,6,5,5,5,7,7,4,4,2,0,Seguro(a),89,Inseguro(a),5,Preta,Católica,4,3,Segurança/violência/criminalidade,2,6,5,5,5,0,0,0,1,0,0,1,0,0,6,Gestão Financ.,1,1,Desemprego/combate ao desemprego,4,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),0,1,1,0,0
62,Agrestina,2600302,260030205000012,(3) Educação,0,APROVADO COM RESSALVA,49,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,1,PT,Segurança/violência/criminalidade,0,7,5,Péssimo,5,Péssimo,5,0,0,0,1,4,5,5,6,7,1,3,2,0,Seguro(a),10,Seguro(a),1,Branca,Católica,5,4,Segurança/violência/criminalidade,5,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,5,Educação,1,2,Desemprego/combate ao desemprego,NA,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
63,Agrestina,2600302,260030205000012,(3) Educação,0,APROVADO COM RESSALVA,18,Interessado(a),0,0,0,Sim,Dilma Rousseff,1,NA,Saúde/hospitais/postos de saúde,0,5,1,Ótimo,7,Bom,7,1,1,0,1,6,7,7,6,7,1,1,2,0,Seguro(a),95,Inseguro(a),12,Branca,Católica,4,3,Saúde/hospitais/postos de saúde,1,1,6,7,7,1,0,0,0,0,0,1,0,1,3,Educação,1,1,Saúde/hospitais/postos de saúde,5,0,Não deveriam ter o direito de disputar a reeleição,3,Não ficaria surpreso(a) de jeito nenhum,1,1,1,0,0
64,Agrestina,2600302,260030205000012,(1) Controle,0,APROVADO COM RESSALVA,31,Muito interessado(a),1,0,0,Sim,Dilma Rousseff,1,PSB,Segurança/violência/criminalidade,0,7,5,Péssimo,6,Péssimo,6,0,0,1,7,4,5,4,1,2,4,4,2,1,Seguro(a),153,Seguro(a),10,Preta,Católica,3,3,Segurança/violência/criminalidade,5,7,4,5,4,0,0,0,1,1,1,0,0,0,6,Educação,1,2,Desemprego/combate ao desemprego,5,1,Não deveriam ter o direito de disputar a reeleição,1,Mais ou menos surpreso(a),0,1,0,1,0
65,Agrestina,2600302,260030205000022,(1) Controle,0,APROVADO COM RESSALVA,70,Pouco interessado(a),1,1,1,Sim,Marina Silva,1,PDT,Segurança/violência/criminalidade,1,7,1,Ótimo,7,Bom,7,1,0,0,1,1,5,7,7,6,1,1,2,0,Seguro(a),3,Seguro(a),4,Branca,Evangélica Pentecostal,9,4,Segurança/violência/criminalidade,1,1,1,5,7,0,0,0,1,1,0,1,0,0,3,Educação,1,1,Saúde/hospitais/postos de saúde,5,0,Não deveriam ter o direito de disputar a reeleição,3,Muito surpreso(a),1,1,1,0,0
66,Agrestina,2600302,260030205000022,(3) Educação,0,APROVADO COM RESSALVA,34,Muito interessado(a),1,1,0,Sim,Dilma Rousseff,1,NA,Segurança/violência/criminalidade,0,1,5,Regular,3,Regular,4,0,0,1,7,5,5,3,4,4,1,2,2,0,Seguro(a),57,Inseguro(a),7,Branca,Católica,5,3,Segurança/violência/criminalidade,5,7,5,5,3,1,0,0,0,1,1,0,0,0,4,Educação,1,2,Desemprego/combate ao desemprego,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
67,Agrestina,2600302,260030205000022,(1) Controle,0,APROVADO COM RESSALVA,35,Muito interessado(a),1,1,0,Sim,Aécio Neves,1,PDT,Desemprego/combate ao desemprego,0,7,2,Bom,7,Bom,6,0,0,0,2,5,5,4,7,7,1,1,4,0,Seguro(a),65,Inseguro(a),5,Parda,Católica,5,4,Desemprego/combate ao desemprego,2,2,5,5,4,0,0,0,1,0,1,0,0,0,5,Educação,1,1,Desemprego/combate ao desemprego,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),1,1,1,1,0
68,Agrestina,2600302,260030205000022,(2) Gestão Financeira,0,APROVADO COM RESSALVA,34,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,1,PDT,Segurança/violência/criminalidade,0,6,3,Regular,4,Bom,7,0,1,1,2,1,5,6,5,5,1,1,4,0,Seguro(a),13,Seguro(a),4,Branca,Evangélica Pentecostal,3,3,Segurança/violência/criminalidade,3,2,1,5,6,0,1,0,0,0,0,1,0,0,5,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
69,Agrestina,2600302,260030205000022,(2) Gestão Financeira,0,APROVADO COM RESSALVA,21,Muito interessado(a),1,1,1,Sim,Dilma Rousseff,1,PSDB,Segurança/violência/criminalidade,0,6,2,Bom,5,Regular,5,1,0,0,7,6,7,7,7,6,1,1,4,1,Inseguro(a),93,Seguro(a),15,Branca,Católica,5,3,Segurança/violência/criminalidade,2,7,6,7,7,0,1,0,0,0,1,0,0,0,5,Gestão Financ.,1,1,Educação/escolas/creches,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
70,Agrestina,2600302,260030205000022,(1) Controle,0,APROVADO COM RESSALVA,58,Interessado(a),1,0,0,Sim,Dilma Rousseff,1,NA,Desemprego/combate ao desemprego,0,7,2,Bom,6,Bom,7,0,0,0,5,6,5,6,7,7,1,3,2,0,Seguro(a),15,Seguro(a),4,Branca,Católica,3,3,Desemprego/combate ao desemprego,2,5,6,5,6,0,0,0,1,1,0,1,0,0,5,Gestão Financ.,1,1,Limpeza/coleta de lixo/sujeira na cidade,4,1,Não deveriam ter o direito de disputar a reeleição,1,Mais ou menos surpreso(a),0,1,1,1,0
71,Agrestina,2600302,260030205000022,(3) Educação,0,APROVADO COM RESSALVA,18,Interessado(a),0,1,0,Sim,Dilma Rousseff,1,PMDB,Segurança/violência/criminalidade,0,1,2,Bom,7,Bom,6,1,0,0,7,7,7,7,7,7,1,1,4,0,Seguro(a),93,Seguro(a),12,Parda,Católica,5,4,Segurança/violência/criminalidade,2,7,7,7,7,1,0,0,0,1,0,1,0,0,5,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),1,1,1,1,0
72,Agrestina,2600302,260030205000022,(2) Gestão Financeira,0,APROVADO COM RESSALVA,59,Muito interessado(a),1,1,1,Sim,Dilma Rousseff,1,PMDB,Desemprego/combate ao desemprego,0,7,2,Ótimo,5,Bom,6,1,0,0,1,2,4,7,7,4,3,1,2,0,Seguro(a),90,Seguro(a),7,Branca,Católica,5,3,Desemprego/combate ao desemprego,2,1,2,4,7,0,1,0,0,0,0,1,0,0,3,Gestão Financ.,1,1,Desemprego/combate ao desemprego,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),1,1,1,1,0
73,Agrestina,2600302,260030205000024,(3) Educação,0,APROVADO COM RESSALVA,18,Interessado(a),0,1,0,Não,Dilma Rousseff,1,NA,Desemprego/combate ao desemprego,1,1,5,Péssimo,4,Péssimo,4,0,0,0,1,1,1,7,7,7,1,1,4,0,Seguro(a),57,Seguro(a),8,Branca,Católica,3,3,Desemprego/combate ao desemprego,5,1,1,1,7,1,0,0,0,1,0,1,0,0,5,Educação,1,2,Calçamento/asfaltamento/buracos,4,1,Não deveriam ter o direito de disputar a reeleição,1,Pouco surpreso(a),1,1,0,1,0
74,Agrestina,2600302,260030205000024,(3) Educação,0,APROVADO COM RESSALVA,42,Nada interessado(a),0,1,0,Não,Dilma Rousseff,0,NA,Segurança/violência/criminalidade,0,1,5,Péssimo,4,Péssimo,4,1,0,1,1,1,1,1,6,6,1,1,2,0,Seguro(a),1,Seguro(a),4,Preta,Católica,1,3,Segurança/violência/criminalidade,5,1,1,1,1,1,0,0,0,0,1,0,0,0,3,Educação,1,2,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
75,Agrestina,2600302,260030205000024,(1) Controle,0,APROVADO COM RESSALVA,31,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saneamento básico (água e esgoto),0,3,4,Ruim,4,Ruim,4,0,0,1,6,5,4,2,1,4,1,3,2,0,Seguro(a),137,Seguro(a),4,Parda,Católica,3,3,Saneamento básico (água e esgoto),4,6,5,4,2,0,0,0,1,1,0,1,0,0,5,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,2,1,NA,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
76,Agrestina,2600302,260030205000024,(1) Controle,0,APROVADO COM RESSALVA,39,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,3,3,Regular,4,Regular,4,0,0,0,1,4,5,4,6,7,1,3,1,0,Seguro(a),83,Seguro(a),0,Branca,Católica,1,1,Desemprego/combate ao desemprego,3,NA,4,5,4,0,0,0,1,1,1,0,0,0,4,Gestão Financ.,1,1,Desemprego/combate ao desemprego,4,1,NA,1,Não ficaria surpreso(a) de jeito nenhum,1,1,1,1,0
77,Agrestina,2600302,260030205000024,(2) Gestão Financeira,0,APROVADO COM RESSALVA,36,Muito interessado(a),0,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,5,2,Bom,4,Bom,4,1,1,1,4,3,4,4,7,7,1,3,2,1,Seguro(a),83,Seguro(a),2,Branca,Evangélica Pentecostal,3,3,Saúde/hospitais/postos de saúde,2,4,3,4,4,0,1,0,0,0,1,0,0,0,5,Gestão Financ.,1,Branco/Nulo,Saúde/hospitais/postos de saúde,2,1,NA,2,Não ficaria surpreso(a) de jeito nenhum,0,0,0,0,0
78,Agrestina,2600302,260030205000024,(1) Controle,0,APROVADO COM RESSALVA,51,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,1,2,Bom,6,Bom,5,0,0,1,5,4,5,4,7,6,1,1,4,0,Seguro(a),83,Seguro(a),0,Preta,Católica,3,4,Desemprego/combate ao desemprego,2,5,4,5,4,0,0,0,1,1,1,0,0,0,5,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,NA,1,Muito surpreso(a),1,1,1,1,0
79,Agrestina,2600302,260030205000024,(2) Gestão Financeira,0,APROVADO COM RESSALVA,29,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,1,1,5,Péssimo,4,Péssimo,4,0,0,1,2,3,4,4,6,6,1,1,4,0,Seguro(a),83,Seguro(a),4,Branca,Católica,1,3,Desemprego/combate ao desemprego,5,2,3,4,4,0,1,0,0,0,1,0,0,0,5,Gestão Financ.,1,1,Desemprego/combate ao desemprego,2,1,Não deveriam ter o direito de disputar a reeleição,1,Mais ou menos surpreso(a),1,1,1,1,0
80,Agrestina,2600302,260030205000024,(2) Gestão Financeira,0,APROVADO COM RESSALVA,57,Muito interessado(a),0,1,1,Sim,Dilma Rousseff,1,PMDB,Desemprego/combate ao desemprego,0,4,2,Bom,7,Bom,7,0,0,0,4,5,4,4,7,7,1,1,2,0,Seguro(a),93,Seguro(a),0,Parda,Católica,1,3,Desemprego/combate ao desemprego,2,4,5,4,4,0,1,0,0,0,1,0,0,0,3,Gestão Financ.,1,1,Desemprego/combate ao desemprego,5,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,1,1,0
81,Araçoiaba,2601052,260105205000001,(3) Educação,0,APROVADO COM RESSALVA,36,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,1,3,2,Regular,7,Bom,7,1,1,1,2,3,3,2,5,6,3,1,1,0,Seguro(a),93,Inseguro(a),8,Parda,Católica,3,3,Saúde/hospitais/postos de saúde,2,2,3,3,2,1,0,0,0,1,1,0,0,0,2,Educação,1,1,Segurança/violência/criminalidade,4,1,Não deveriam ter o direito de disputar a reeleição,1,Mais ou menos surpreso(a),0,1,1,1,0
82,Araçoiaba,2601052,260105205000001,(1) Controle,0,APROVADO COM RESSALVA,24,Muito interessado(a),1,0,0,Sim,Aécio Neves,1,DEMOCRATAS (DEM) / PFL,Desemprego/combate ao desemprego,0,1,3,Regular,6,Bom,7,0,0,0,1,7,6,1,7,7,2,2,1,0,Seguro(a),93,Inseguro(a),12,Parda,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",3,4,Desemprego/combate ao desemprego,3,1,7,6,1,0,0,0,1,1,0,0,0,0,3,Educação,1,2,Segurança/violência/criminalidade,2,0,Não deveriam ter o direito de disputar a reeleição,4,Mais ou menos surpreso(a),1,1,0,0,0
83,Araçoiaba,2601052,260105205000001,(2) Gestão Financeira,0,APROVADO COM RESSALVA,39,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,5,2,Bom,7,Bom,7,1,0,1,6,7,7,7,7,7,2,1,1,0,Seguro(a),89,Seguro(a),18,Parda,Evangélica Pentecostal,4,3,NA,2,6,7,7,7,0,1,0,0,1,1,0,0,0,2,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
84,Araçoiaba,2601052,260105205000001,(3) Educação,0,APROVADO COM RESSALVA,50,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,2,2,Bom,7,Bom,7,1,1,0,2,3,4,7,7,7,2,1,1,0,Seguro(a),145,Inseguro(a),4,Preta,Católica,3,3,Saúde/hospitais/postos de saúde,2,2,3,4,7,1,0,0,0,0,1,0,0,0,2,Educação,1,2,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),0,1,0,0,0
85,Araçoiaba,2601052,260105205000001,(1) Controle,0,APROVADO COM RESSALVA,34,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Segurança/violência/criminalidade,0,1,2,Bom,7,Bom,7,1,0,0,4,4,5,7,7,7,1,1,1,0,Seguro(a),93,Inseguro(a),12,Parda,Católica,4,4,Segurança/violência/criminalidade,2,4,4,5,7,0,0,0,1,0,1,0,0,0,2,Gestão Financ.,1,1,Segurança/violência/criminalidade,4,0,Não deveriam ter o direito de disputar a reeleição,4,Mais ou menos surpreso(a),1,1,1,0,0
86,Araçoiaba,2601052,260105205000001,(2) Gestão Financeira,0,APROVADO COM RESSALVA,54,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,2,1,Ótimo,7,Bom,7,1,1,0,4,6,6,7,7,7,1,2,1,0,Seguro(a),93,Inseguro(a),12,Parda,Católica,4,4,Desemprego/combate ao desemprego,1,4,6,6,7,0,1,0,0,1,0,0,0,0,3,Gestão Financ.,1,Branco/Nulo,Limpeza/coleta de lixo/sujeira na cidade,4,1,Sim deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),0,0,0,0,0
87,Araçoiaba,2601052,260105205000001,(3) Educação,0,APROVADO COM RESSALVA,60,Nada interessado(a),0,1,0,Sim,Dilma Rousseff,0,NA,Calçamento/asfaltamento/buracos,0,1,3,Ótimo,6,Regular,6,1,0,1,2,4,2,6,7,7,3,1,1,0,Seguro(a),101,Inseguro(a),0,Parda,Evangélica Pentecostal,3,3,Calçamento/asfaltamento/buracos,3,2,4,2,6,1,0,0,0,0,1,0,0,0,2,Educação,1,2,Calçamento/asfaltamento/buracos,4,0,Não deveriam ter o direito de disputar a reeleição,3,Mais ou menos surpreso(a),1,1,0,0,0
88,Araçoiaba,2601052,260105205000001,(1) Controle,0,APROVADO COM RESSALVA,22,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,1,3,Regular,7,Bom,7,0,0,0,5,4,4,5,6,6,2,1,1,0,Inseguro(a),81,Inseguro(a),7,Parda,Católica,3,3,Desemprego/combate ao desemprego,3,5,4,4,5,0,0,0,1,0,1,0,1,0,2,Educação,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
89,Araçoiaba,2601052,260105205000010,(1) Controle,0,APROVADO COM RESSALVA,33,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,3,1,Regular,6,Bom,7,1,0,1,3,5,5,6,7,7,1,1,1,0,Seguro(a),85,Inseguro(a),8,Preta,Evangélica Pentecostal,3,3,Saúde/hospitais/postos de saúde,1,3,5,5,6,0,0,0,1,0,1,0,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,4,0,Não deveriam ter o direito de disputar a reeleição,3,Mais ou menos surpreso(a),1,1,1,0,0
90,Araçoiaba,2601052,260105205000010,(2) Gestão Financeira,0,APROVADO COM RESSALVA,20,Muito interessado(a),0,1,0,Não,Dilma Rousseff,1,DEMOCRATAS (DEM) / PFL,Segurança/violência/criminalidade,1,3,2,Bom,6,Bom,6,0,0,0,1,2,7,4,7,7,2,2,1,0,Seguro(a),101,Inseguro(a),6,Preta,Evangélica Pentecostal,3,3,Segurança/violência/criminalidade,2,1,2,7,4,0,1,0,0,0,1,0,0,0,3,Gestão Financ.,1,2,Segurança/violência/criminalidade,4,1,Não deveriam ter o direito de disputar a reeleição,1,Pouco surpreso(a),0,1,0,1,0
91,Araçoiaba,2601052,260105205000010,(2) Gestão Financeira,0,APROVADO COM RESSALVA,21,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Segurança/violência/criminalidade,0,3,3,Regular,6,Bom,6,0,0,0,3,5,4,6,7,7,3,2,1,0,Seguro(a),93,Inseguro(a),12,Parda,Católica,3,4,Segurança/violência/criminalidade,3,3,5,4,6,0,1,0,0,1,1,0,1,0,3,Gestão Financ.,1,1,Pobreza/miséria,1,1,Não deveriam ter o direito de disputar a reeleição,2,Pouco surpreso(a),0,1,1,0,0
